"","Blood","TumorCore","TumorEdge"
"RP11-575L7.8",9,102,92
"RMI1",58,45,74
"SLC28A3",0,26,19
"NTRK2",4,36,51
"AGTPBP1",358,108,234
"RP11-213G2.1",2,0,1
"RP11-213G2.3",53,19,25
"RP11-213G2.5",1,1,0
"NAA35",239,175,259
"GOLM1",3,14,13
"C9orf153",1,2,1
"ISCA1",689,549,816
"ZCCHC6",603,700,1057
"RP11-229M1.2",37,12,11
"RP11-395D3.1",0,0,0
"GAS1",4,12,11
"CDC20P1",0,0,0
"C9orf170",0,0,1
"DAPK1",0,2,7
"RP11-40C6.2",1,1,1
"DAPK1-IT1",0,0,2
"CTSL",126,129,304
"CDK20",28,16,19
"RPS10P3",1,0,3
"RP11-345K9.3",1,1,1
"SPIN1",153,138,214
"RP11-317B17.4",0,0,2
"NXNL2",0,0,0
"C9orf47",0,2,0
"S1PR3",1,2,5
"SHC3",0,0,0
"RP11-82L18.2",1,0,0
"CKS2",91,554,1372
"SECISBP2",936,520,938
"SEMA4D",1207,677,1375
"GADD45G",29,509,725
"UNQ6494",3,135,84
"RP5-1050E16.2",0,1,2
"OR7E31P",0,0,1
"DIRAS2",1,7,5
"SYK",8,18,25
"RP11-305L7.1",16,70,185
"RP11-305L7.3",14,72,268
"RP11-305L7.7",3,4,4
"AUH",170,183,332
"NFIL3",5,43,54
"RP11-440G5.2",0,0,2
"ROR2",2,0,4
"RP11-118F2.2",3,1,1
"SPTLC1",96,83,169
"LINC00475",2,10,12
"RP11-100G15.10",0,0,0
"IARS",500,272,485
"NOL8",625,484,713
"CENPP",20,19,29
"OGN",1,6,8
"OMD",1,0,0
"ASPN",0,1,1
"ECM2",0,1,0
"IPPK",50,66,104
"RP11-476B13.2",10,1,4
"BICD2",179,118,193
"ANKRD19P",0,0,0
"EEF1DP2",141,59,85
"RP11-526D8.11",9,7,9
"ZNF484",83,47,101
"FGD3",1277,476,927
"SUSD3",1229,706,1045
"NINJ1",574,470,608
"WNK2",0,0,1
"RP11-165J3.6",6,1,7
"FAM120AOS",425,287,453
"FAM120A",484,424,674
"PHF2",94,68,101
"PTPDC1",46,26,34
"CYCSP24",0,1,0
"RP11-2B6.2",13,8,8
"MIRLET7DHG",0,0,0
"ZNF169",187,41,67
"RP11-307E17.8",33,10,26
"PCAT7",1,0,0
"FBP1",87,45,68
"C9orf3",38,27,33
"RP11-49O14.3",0,0,1
"RP11-49O14.2",3,1,1
"FANCC",12,15,20
"RP11-80I15.1",0,1,0
"RP11-173G21.1",0,0,0
"PTCH1",60,32,40
"RP11-435O5.6",1,0,1
"RP11-435O5.5",9,3,2
"LINC00476",514,160,305
"ERCC6L2",430,202,407
"RP11-72B4.2",0,0,0
"LINC00092",54,8,38
"EIF4BP3",17,3,7
"HSD17B3",2,0,1
"SLC35D2",149,150,222
"ZNF367",26,14,41
"RP11-172F4.2",10,0,3
"HABP4",220,141,189
"CDC14B",93,26,47
"AAED1",364,278,514
"RP11-535M15.2",3,1,0
"ZNF510",101,39,72
"ZNF782",41,17,28
"RP11-330M2.4",8,5,4
"NUTM2G",2,3,1
"CTSV",0,6,1
"ANKRD18CP",31,8,17
"RP11-498P14.3",1,0,0
"RP11-498P14.5",75,25,31
"RP11-23J9.5",11,5,10
"RP11-23J9.4",0,2,1
"RP11-23J9.7",1,1,1
"CCDC180",50,13,42
"TDRD7",48,36,75
"TMOD1",29,48,50
"TSTD2",90,73,158
"NCBP1",148,134,217
"XPA",854,370,656
"HEMGN",90,11,32
"ANP32B",4807,2376,3619
"NANS",343,355,630
"TRIM14",502,337,518
"Metazoa-SRP.73",8,11,11
"CORO2A",169,139,228
"TBC1D2",44,19,43
"SEPT7P7",2,3,7
"ANKS6",20,5,12
"GALNT12",34,8,34
"COL15A1",5,3,3
"TGFBR1",95,130,165
"RN7SL794P",3,3,0
"ALG2",142,139,239
"SEC61B",3171,2446,3861
"NAMA",0,0,0
"NR4A3",6,138,339
"STX17-AS1",34,9,18
"STX17",533,288,473
"RP11-60I3.4",1,1,3
"ERP44",1195,908,1548
"UPF3AP3",46,35,63
"INVS",74,57,66
"RPS2P35",1,1,0
"NANOGP5",2,1,5
"TEX10",121,93,190
"MSANTD3",78,44,89
"MURC",5,0,1
"BAAT",1,6,6
"FYTTD1P1",2,1,1
"MRPL50",348,472,675
"ZNF189",51,40,75
"ALDOB",1,21,24
"TMEM246",1,0,0
"RNF20",408,240,368
"GRIN3A",0,0,0
"SMC2-AS1",1,1,1
"SMC2",259,240,379
"NIPSNAP3A",119,91,121
"NIPSNAP3B",7,1,6
"ABCA1",16,19,5
"RP11-217B7.2",0,0,0
"RP11-217B7.3",0,0,1
"SLC44A1",211,98,162
"FSD1L",27,17,41
"RP11-235C23.5",1,0,0
"FKTN",67,25,45
"TAL2",0,0,0
"TMEM38B",216,69,132
"RP11-18B3.3",0,0,0
"RP11-18B3.2",7,4,7
"RP11-308N19.5",1,1,1
"ZNF462",11,4,6
"RP11-196I18.3",3,1,7
"RP11-417L14.1",0,0,1
"RAD23B",660,685,974
"KLF4",15,39,71
"RP11-240E2.2",1,0,0
"RP11-220D10.1",151,88,122
"IKBKAP",70,66,104
"FAM206A",60,36,62
"CTNNAL1",13,57,66
"TMEM245",389,245,438
"FRRS1L",0,0,0
"EPB41L4B",0,0,1
"PTPN3",1,2,1
"PALM2",1,0,1
"PALM2-AKAP2",0,0,0
"RP11-151F5.2",18,12,3
"AKAP2",3,6,12
"C9orf152",0,0,0
"TXN",2667,2358,3699
"SVEP1",0,0,0
"RP11-410K21.2",0,1,1
"LPAR1",0,0,0
"RP11-202G18.1",0,0,0
"KIAA0368",186,119,187
"ZNF483",81,31,41
"PTGR1",2,1,7
"DNAJC25",55,74,130
"DNAJC25-GNG10",1,4,4
"GNG10",113,103,136
"C9orf84",0,0,0
"RP11-430K21.2",0,1,2
"UGCG",258,311,459
"RP11-4O1.2",18,4,11
"SUSD1",43,28,52
"RP11-165N19.2",0,0,0
"PTBP3",1000,536,940
"RN7SL57P",0,0,0
"RN7SL430P",0,1,1
"HSDL2",219,162,234
"C9orf147",6,2,3
"KIAA1958",24,3,6
"INIP",267,315,444
"RP11-276E15.4",0,0,0
"SNX30",49,34,51
"SLC46A2",0,1,3
"RP11-408O19.5",0,1,1
"ZNF883",45,6,14
"ZFP37",21,8,19
"FAM225B",0,0,0
"FAM225A",0,0,0
"SLC31A2",83,117,162
"FKBP15",211,153,255
"SLC31A1",47,42,70
"CDC26",1315,782,1119
"PRPF4",221,186,268
"RNF183",1,0,0
"WDR31",6,3,6
"BSPRY",4,13,15
"HDHD3",221,123,208
"ALAD",198,133,138
"POLE3",828,625,917
"C9orf43",5,1,4
"RGS3",133,159,352
"ZNF618",13,12,14
"AMBP",0,25,19
"KIF12",0,0,0
"COL27A1",1,4,5
"ORM1",0,12,23
"ORM2",0,2,6
"AKNA",1906,1526,2751
"RP11-9M16.2",1,8,8
"ATP6V1G1",5711,2964,4514
"RP11-402G3.3",1,2,6
"RP11-402G3.4",0,1,2
"TNFSF15",0,1,3
"TNFSF8",612,210,554
"TNC",1,1,5
"PAPPA",5,7,3
"PAPPA-AS1",6,4,1
"ASTN2",14,36,62
"TRIM32",67,69,82
"RPL10P3",11210,6384,8753
"TLR4",1,2,3
"RP11-281A20.2",0,0,0
"TPT1P9",93,36,34
"BRINP1",0,0,0
"CDK5RAP2",467,290,505
"MEGF9",132,64,109
"FBXW2",349,355,601
"RP11-27I1.4",14,10,20
"PSMD5",179,139,267
"PSMD5-AS1",726,377,658
"PHF19",209,223,318
"TRAF1",250,500,623
"C5",16,5,14
"CNTRL",1175,820,1396
"RAB14",780,542,1016
"GSN",13,29,72
"RP11-477J21.2",0,0,0
"GSN-AS1",0,2,3
"STOM",780,811,1360
"RP11-162D16.2",3,2,5
"GGTA1P",3,5,21
"RN7SL187P",1,1,0
"HMGB1P37",1,0,0
"DAB2IP",6,32,63
"RP11-244O19.1",4,1,3
"TTLL11",15,6,9
"NDUFA8",624,416,682
"LHX6",0,0,0
"RBM18",276,254,480
"MRRF",210,133,209
"PTGS1",1,5,3
"RP11-498E2.9",2,0,0
"RP11-542K23.7",2,1,3
"TLK1P1",10,4,3
"SKA2P1",0,2,2
"PDCL",268,230,454
"RC3H2",366,322,446
"ZBTB6",45,37,63
"ZBTB26",20,17,34
"RP11-355O1.11",12,4,15
"RABGAP1",247,222,316
"RP11-355O1.7",3,3,4
"RP11-123N4.4",0,0,0
"MIR600HG",1,0,5
"STRBP",226,199,289
"CRB2",0,0,1
"DENND1A",36,42,48
"LHX2",0,0,0
"NEK6",61,50,84
"PSMB7",1486,1072,1697
"NR6A1",2,2,5
"RP11-164H5.1",0,0,1
"MIR181A2HG",10,6,3
"OLFML2A",0,0,0
"RPL35",69220,24504,39701
"ARPC5L",1385,1406,2631
"GOLGA1",112,77,180
"SCAI",121,76,134
"PPP6C",717,382,711
"RABEPK",252,110,210
"HSPA5",2095,2390,4358
"RP11-65N13.8",0,0,3
"GAPVD1",367,281,481
"MAPKAP1",494,332,594
"RN7SL30P",1,0,3
"HNRNPA1P15",0,1,0
"RP11-423C15.3",1,0,1
"PBX3",114,130,163
"MVB12B",65,69,144
"RP11-205K6.1",0,0,1
"RP11-205K6.3",2,2,1
"ZBTB43",358,256,444
"ZBTB34",15,9,14
"RALGPS1",39,28,48
"ANGPTL2",0,0,2
"GARNL3",3,0,4
"RP11-356B19.11",2,1,3
"SLC2A8",28,70,161
"ZNF79",9,15,43
"RPL12",75934,28592,46617
"LRSAM1",75,57,107
"FAM129B",26,6,10
"STXBP1",35,3,10
"RP11-56D16.8",25,11,22
"PTRH1",308,182,278
"TTC16",136,46,78
"TOR2A",228,190,343
"SH2D3C",145,145,229
"CDK9",293,217,388
"FPGS",213,156,293
"ENG",79,41,84
"RP11-228B15.4",11,1,4
"AK1",187,142,235
"RP11-203J24.9",4,10,9
"ST6GALNAC6",349,329,568
"ST6GALNAC4",136,160,227
"PIP5KL1",9,8,6
"RP11-203J24.8",3,3,9
"DPM2",472,337,550
"FAM102A",954,511,1092
"NAIF1",81,51,82
"SLC25A25",216,101,210
"RP11-379C10.4",1,0,1
"SLC25A25-AS1",41,16,35
"PTGES2",424,253,439
"PTGES2-AS1",1,2,0
"LCN2",1,0,6
"C9orf16",3844,2630,4337
"CIZ1",288,158,281
"DNM1",2,4,5
"GOLGA2",446,510,653
"SWI5",257,138,280
"TRUB2",248,158,267
"RP11-339B21.13",3,4,4
"COQ4",443,299,469
"SLC27A4",36,24,36
"TMSB4XP4",5758,6109,8941
"URM1",780,479,878
"CERCAM",3,1,4
"RP11-339B21.10",0,0,0
"ODF2",255,159,239
"GLE1",145,161,268
"RP11-216B9.6",9,4,12
"SPTAN1",871,669,1222
"RP11-216B9.8",1,5,1
"RP11-216B9.9",0,0,0
"WDR34",29,34,59
"HMGA1P4",30,9,24
"SET",4504,2924,4299
"PKN3",8,3,10
"ZDHHC12",729,425,764
"RP11-545E17.3",135,97,186
"ZER1",52,40,74
"Metazoa-SRP.75",20,14,12
"TBC1D13",87,62,85
"ENDOG",63,53,75
"LRRC8A",107,80,147
"PHYHD1",8,0,0
"DOLK",42,26,46
"NUP188",104,100,134
"RP11-167N5.5",19,15,20
"SH3GLB2",169,103,168
"DOLPP1",52,44,101
"CRAT",76,53,93
"RP11-247A12.7",0,1,3
"IER5L",6,84,108
"RP11-247A12.8",1,0,5
"RP11-247A12.2",2,3,8
"RP11-344B5.4",1,0,2
"RP11-344B5.3",8,0,2
"RP11-344B5.2",0,0,0
"C9orf106",1,5,3
"LINC01503",0,5,2
"RP11-65J3.2",0,0,1
"RP11-65J3.14",1,1,3
"LINC00963",296,692,910
"RP11-492E3.2",11,24,26
"NTMT1",383,383,538
"ASB6",185,98,183
"PRRX2",0,4,4
"PTGES",1,0,0
"TOR1B",101,108,154
"TOR1A",413,430,653
"C9orf78",3558,1817,3051
"USP20",222,134,248
"RP11-409K20.7",0,1,4
"FNBP1",3245,3476,5071
"RP11-409K20.6",0,1,1
"RP11-138E2.1",5,2,9
"GPR107",45,75,108
"RP11-88G17.6",0,1,0
"NCS1",1,1,5
"HMCN2",1,1,2
"ASS1",0,1,1
"FUBP3",221,158,265
"RP11-57C19.2",2,1,1
"PRDM12",0,0,4
"EXOSC2",207,92,173
"ABL1",48,41,107
"RP11-57C19.6",0,0,0
"QRFP",0,1,0
"FIBCD1",0,0,0
"LAMC3",3,0,0
"AIF1L",0,0,2
"NUP214",280,171,301
"RP11-544A12.4",0,1,1
"RP11-544A12.8",372,174,323
"RP11-544A12.5",0,3,2
"FAM78A",404,225,348
"PRRC2B",647,457,801
"RP11-334J6.7",27,13,12
"POMT1",110,80,107
"RP11-334J6.6",7,2,4
"UCK1",198,120,195
"RAPGEF1",270,263,448
"RN7SL328P",0,1,1
"MED27",173,166,313
"NTNG2",17,17,31
"SETX",848,704,1203
"TTF1",515,401,596
"DDX31",56,56,81
"GTF3C4",35,37,68
"AK8",0,1,0
"RP11-295G24.5",1,0,0
"TSC1",152,144,211
"GFI1B",0,0,0
"EEF1A1P5",152,56,68
"GTF3C5",256,166,255
"CEL",0,0,0
"RALGDS",314,486,696
"GBGT1",11,12,13
"ABO",12,2,0
"SURF6",309,162,329
"MED22",79,63,68
"RP11-244N20.7",0,1,0
"RPL7A",50913,16729,25164
"SURF1",1005,567,884
"SURF2",484,292,480
"SURF4",704,927,1348
"STKLD1",9,3,5
"REXO4",570,352,590
"ADAMTS13",2,1,4
"CACFD1",9,8,17
"SLC2A6",37,29,55
"ADAMTSL2",2,2,1
"DBH",5,3,2
"DBH-AS1",1,21,28
"SARDH",48,142,225
"VAV2",4,11,13
"LINC00094",141,37,95
"BRD3",539,363,570
"ARF4P1",0,1,0
"LL09NC01-251B2.3",0,0,1
"WDR5",131,76,128
"RNU6ATAC",0,1,1
"LL09NC01-139C3.1",0,0,1
"RXRA",62,65,103
"COL5A1",0,6,15
"FCN2",0,0,0
"FCN1",6,29,25
"RP11-447M12.2",0,0,0
"OLFM1",0,0,0
"PPP1R26-AS1",1,4,0
"PPP1R26",1,5,2
"C9orf116",9,0,2
"MRPS2",358,184,306
"PAEP",0,0,0
"LINC01502",0,0,1
"KCNT1",2,3,1
"CAMSAP1",63,80,96
"RP11-432J22.2",1,0,0
"UBAC1",227,168,242
"NACC2",61,68,83
"RP11-83N9.5",8,10,18
"C9orf69",189,139,208
"RP11-83N9.6",3,0,3
"QSOX2",30,60,45
"GPSM1",3,8,4
"DNLZ",43,40,50
"CARD9",2,7,11
"SNAPC4",47,29,41
"SDCCAG3",125,81,136
"PMPCA",413,286,524
"INPP5E",90,50,109
"SEC16A",146,135,202
"C9orf163",4,1,4
"NOTCH1",49,85,169
"LINC01451",0,0,0
"EGFL7",6,2,2
"AGPAT2",230,314,515
"FAM69B",0,0,0
"SNHG7",1591,716,1214
"LCN10",0,3,0
"LCN6",0,0,0
"LCN8",1,0,0
"LCN15",0,2,0
"TMEM141",550,331,527
"CCDC183",12,12,10
"RP11-216L13.19",58,27,40
"CCDC183-AS1",1,1,1
"RABL6",371,286,498
"C9orf172",22,28,36
"PHPT1",1185,1230,2055
"MAMDC4",9,16,18
"EDF1",6957,3859,6372
"TRAF2",171,203,335
"RP11-229P13.2",13,15,12
"RP11-229P13.25",1,1,2
"FBXW5",1256,849,1300
"C8G",7,5,4
"LCN12",2,4,3
"PTGDS",88,20,20
"LCNL1",60,0,7
"C9orf142",2273,1467,2483
"CLIC3",394,431,919
"ABCA2",95,80,141
"C9orf139",33,5,13
"FUT7",224,36,40
"NPDC1",254,155,285
"ENTPD2",0,0,0
"SAPCD2",0,5,7
"UAP1L1",30,25,44
"MAN1B1-AS1",93,58,121
"MAN1B1",378,241,451
"DPP7",2092,1229,2070
"GRIN1",0,0,0
"LRRC26",0,0,1
"TMEM210",0,0,0
"ANAPC2",87,74,146
"SSNA1",1318,836,1446
"TPRN",9,5,7
"TMEM203",386,207,274
"NDOR1",21,13,21
"RNF208",2,1,2
"CYSRT1",2,0,2
"TUBB4B",366,966,1839
"NELFB",177,125,180
"TOR4A",20,38,55
"RP13-122B23.9",0,0,1
"RP13-122B23.8",0,0,0
"NRARP",0,0,3
"EXD3",113,58,83
"NOXA1",41,19,20
"NSMF",86,35,70
"PNPLA7",47,12,26
"MRPL41",1335,999,1663
"DPH7",253,143,264
"ZMYND19",31,13,36
"ARRDC1",553,326,688
"ARRDC1-AS1",194,115,190
"EHMT1",547,420,673
"Metazoa-SRP.76",6,4,10
"RP11-188C12.2",0,3,1
"TUBBP5",4,0,0
"RP11-885N19.6",0,0,0
"FAM157B",0,1,0
"LINC01001",1,1,1
"BET1L",197,146,171
"RP11-304M2.5",0,5,2
"RIC8A",536,516,763
"SIRT3",81,51,121
"PSMD13",1147,982,1498
"RP11-326C3.16",1,1,0
"NLRP6",1,0,9
"RP11-326C3.2",40,24,67
"IFITM2",7434,3966,5766
"RP11-326C3.7",1,1,0
"IFITM1",347,584,565
"RP11-326C3.11",320,62,116
"IFITM3",357,221,283
"RP11-326C3.13",0,0,0
"RP11-326C3.12",41,2,2
"RP11-326C3.15",19,1,1
"B4GALNT4",1,0,1
"PKP3",3,5,8
"SIGIRR",1983,956,1623
"ANO9",197,136,208
"PTDSS2",46,30,50
"RP13-317D12.3",4,4,3
"RNH1",1382,826,1419
"HRAS",92,101,171
"LRRC56",27,11,21
"LMNTD2",24,11,12
"RP11-496I9.1",22,10,14
"RASSF7",550,291,513
"MIR210HG",6,2,8
"PHRF1",163,170,243
"IRF7",463,409,772
"CDHR5",0,0,0
"SCT",0,0,0
"DRD4",0,1,0
"DEAF1",195,103,144
"RP11-754B17.1",0,1,0
"EPS8L2",265,196,394
"TMEM80",370,191,296
"TALDO1",1486,1002,1585
"PDDC1",233,71,134
"AP006621.5",137,48,69
"CMB9-55F22.1",0,0,0
"CEND1",4,1,11
"SLC25A22",143,83,184
"PANO1",24,19,39
"PIDD1",121,61,95
"RPLP2",175403,53281,85254
"PNPLA2",363,288,457
"AP006621.8",0,0,0
"CRACR2B",4,21,55
"CD151",195,246,411
"POLR2L",3821,3093,5340
"TSPAN4",40,29,52
"RP11-1391J7.1",33,8,13
"CHID1",365,275,393
"AP2A2",340,317,481
"MUC6",0,1,1
"RP13-870H17.3",0,1,0
"MUC5B",0,0,1
"TOLLIP",317,298,381
"TOLLIP-AS1",68,23,48
"BRSK2",2,3,1
"MOB2",585,333,575
"DUSP8",10,56,91
"KRTAP5-AS1",12,8,15
"KRTAP5-2",4,0,1
"AP006285.6",0,1,0
"IFITM10",3,18,65
"RP11-295K3.1",2,0,2
"CTSD",1198,1558,3118
"AC068580.6",0,0,1
"AC068580.5",0,0,0
"RPL36AP39",0,0,0
"SYT8",0,0,0
"TNNI2",1,2,4
"LSP1",4675,4694,7758
"AC051649.12",0,0,0
"PRR33",2,2,8
"TNNT3",4,1,7
"MRPL23",579,247,572
"H19",0,9,5
"IGF2",0,2,1
"ASCL2",24,34,43
"C11orf21",211,93,142
"TSPAN32",459,191,292
"CD81-AS1",2,1,3
"RPL26P30",16,9,10
"CD81",255,424,682
"TSSC4",496,407,583
"KCNQ1",76,10,25
"KCNQ1OT1",388,319,663
"CDKN1C",6,14,16
"SLC22A18AS",2,3,5
"SLC22A18",116,135,217
"PHLDA2",22,134,188
"NAP1L4",1929,1522,2858
"CTC-343N3.1",1,7,3
"CARS",509,285,586
"RNU1-91P",0,0,2
"OSBPL5",25,29,31
"ZNF195",213,140,260
"TSSC2",10,11,10
"OR7E12P",0,0,0
"RPS3AP39",0,1,0
"TRPC2",0,0,0
"CHRNA10",8,12,13
"NUP98",246,284,502
"PGAP2",184,67,127
"RHOG",1728,1564,2089
"AC090587.5",3,2,7
"STIM1",411,304,506
"AC090587.4",1,0,4
"SNORA7.2",1,0,1
"HNRNPA1P76",1,1,3
"RPS29P20",4,1,1
"RRM1",281,252,433
"RP11-23F23.2",0,0,1
"RP11-23F23.3",0,0,0
"TRIM21",133,148,251
"OR52K3P",0,0,0
"TRIM68",58,43,53
"OR51E1",0,0,0
"HBB",1399,12,3
"HBD",0,0,1
"HBG1",1,0,0
"HBG2",1,0,0
"UBQLNL",3,1,0
"HNRNPA1P53",0,0,1
"AC015691.13",2,0,0
"TRIM6",0,1,0
"TRIM34",0,1,0
"TRIM5",145,71,128
"TRIM22",1046,965,1682
"OR52P1P",5,2,0
"OR56B1",0,0,0
"RP11-290F24.6",2,3,1
"FAM160A2",315,143,274
"CCKBR",0,0,0
"PRKCDBP",0,45,52
"SMPD1",557,375,635
"APBB1",434,227,376
"HPX",0,14,8
"TRIM3",35,23,49
"ARFIP2",377,204,336
"DNHD1",34,16,31
"RRP8",261,188,269
"RP11-732A19.8",0,0,0
"ILK",661,609,896
"TAF10",542,372,471
"TPP1",525,582,762
"RP11-732A19.9",0,0,1
"DCHS1",22,2,7
"MRPL17",321,225,336
"RP11-732A19.1",81,15,29
"GVINP1",821,385,608
"GVINP2",3,0,1
"RP11-560B16.5",2,0,1
"ZNF215",1,4,8
"ZNF214",0,0,0
"NLRP14",0,0,0
"RBMXL2",0,0,0
"CTD-2516F10.2",3,0,3
"OLFML1",0,0,0
"PPFIBP2",11,7,6
"CYB5R2",0,2,1
"RP11-494M8.4",0,1,0
"EIF3F",8723,3293,5390
"TUB",1,2,4
"RIC3",1047,325,500
"LMO1",0,0,1
"STK33",12,3,8
"TRIM66",84,25,51
"RPL27A",133061,42907,71683
"ST5",2,11,14
"RP11-152H18.3",1,0,0
"AKIP1",218,259,323
"TMEM9B",1118,896,1543
"TMEM9B-AS1",4,3,2
"NRIP3",16,16,41
"SCUBE2",0,1,0
"DENND5A",103,18,30
"RP11-5L12.1",1,0,0
"TMEM41B",413,222,371
"PRR13P2",11,6,8
"IPO7",355,254,502
"CTD-2371O3.2",11,12,27
"CTD-2371O3.3",46,23,48
"ZNF143",333,211,337
"WEE1",146,120,166
"RP11-16F15.2",60,29,33
"SWAP70",85,59,135
"RN7SKP50",0,0,1
"RP11-540A21.2",3,5,9
"SBF2-AS1",31,29,42
"SBF2",218,78,128
"RP11-1H15.2",2,0,0
"RP11-351I24.1",0,0,0
"ADM",2,22,15
"AMPD3",79,76,144
"MTRNR2L8",0,1,0
"RNF141",163,119,183
"MRVI1-AS1",0,1,0
"LYVE1",0,1,1
"MRVI1",0,1,2
"CTR9",465,442,742
"EIF4G2",4056,2574,4923
"SNORD97",0,0,0
"RP11-685M7.3",2,1,0
"ZBED5",327,219,375
"ZBED5-AS1",241,111,207
"CTD-2003C8.2",0,0,0
"RP11-179A10.1",0,0,0
"GALNT18",0,0,0
"CSNK2A3",15,34,44
"RP11-567I13.1",0,0,0
"RP11-483L5.1",0,0,1
"USP47",812,645,1164
"DKK3",38,74,157
"RP13-631K18.2",0,0,0
"MICAL2",98,197,295
"MICALCL",6,9,9
"RP11-573E11.2",0,0,0
"PARVA",14,0,5
"TEAD1",0,2,2
"LINC00958",1,1,1
"ARNTL",227,341,536
"RN7SKP151",3,4,10
"BTBD10",108,215,323
"FAR1",104,97,181
"FAR1-IT1",4,0,5
"RP11-231N3.1",2,0,0
"SPON1",128,42,69
"RRAS2",177,184,276
"RP11-140L24.3",127,25,78
"COPB1",560,798,1366
"PDE3B",1336,503,842
"RP11-677N16.1",0,0,0
"CYP2R1",97,70,105
"CALCB",2,0,0
"CALCA",0,0,0
"INSC",1,1,0
"SOX6",0,2,4
"C11orf58",3847,2693,4588
"PLEKHA7",11,21,34
"RN7SKP90",5,6,6
"RP11-466H18.1",5276,2353,3361
"OR7E14P",1,1,1
"RPS13",84784,24480,40349
"PIK3C2A",194,258,389
"CTD-3236F5.1",14,11,22
"NUCB2",1802,950,1610
"RP11-452G18.2",1,1,2
"NCR3LG1",10,10,20
"RP1-239B22.5",1,7,10
"KCNJ11",0,1,0
"ABCC8",0,0,0
"USH1C",0,0,1
"KCNC1",150,64,102
"SERGEF",372,202,310
"TPH1",40,6,20
"SAAL1",170,107,182
"GLTPP1",0,0,0
"RP11-113D6.10",0,0,0
"SAA4",0,4,7
"SAA2",1,14,4
"ST13P5",47,15,23
"SAA1",2,28,10
"HPS5",235,239,358
"GTF2H1",356,220,441
"LDHA",4279,4748,6812
"AC084117.3",1,1,1
"LDHC",12,0,8
"LDHAL6A",0,0,2
"TSG101",403,588,922
"YWHABP2",2,1,7
"RP11-613F22.8",1,0,0
"RP11-613F22.6",1,0,3
"UEVLD",50,75,128
"SPTY2D1-AS1",7,26,26
"SPTY2D1",297,607,950
"RP11-137N23.1",3,2,3
"TMEM86A",7,6,2
"IGSF22",47,14,44
"MRGPRX2",0,0,0
"ZDHHC13",159,125,233
"RP11-428C19.4",0,1,0
"E2F8",0,2,3
"NAV2",2,19,15
"NAV2-IT1",0,1,0
"RP11-359E10.1",1,0,2
"NAV2-AS3",1,3,6
"RP11-371I20.2",0,0,2
"HTATIP2",733,620,819
"PRMT3",71,88,125
"NELL1",0,0,0
"ANO5",0,0,1
"FANCF",179,81,140
"GAS2",4,0,1
"SVIP",2217,1264,2010
"RP11-17A1.3",3,4,3
"RP11-266A24.1",0,0,1
"FIBIN",0,0,0
"BBOX1",0,3,0
"CCDC34",144,78,129
"LGR4",0,3,2
"RP11-159H22.1",3,4,2
"LIN7C",161,162,242
"BDNF-AS",14,4,11
"RP11-587D21.1",88,40,58
"BDNF",0,1,0
"CBX3P1",1,0,1
"HSP90AA2P",190,419,605
"KIF18A",6,21,45
"METTL15",127,166,234
"AC104978.1",2,0,0
"KCNA4",0,0,0
"RP11-624D11.2",0,0,0
"ARL14EP",819,410,697
"MPPED2",7,3,4
"DCDC1",1,0,0
"DNAJC24",191,119,254
"IMMP1L",412,229,372
"ELP4",244,173,274
"Z83001.1",0,2,1
"PAX6",0,2,0
"RCN1",147,80,156
"WT1",0,0,0
"WT1-AS",1,0,0
"EIF3M",3403,1397,2485
"HNRNPA3P9",0,0,1
"CCDC73",0,1,6
"PRRG4",2,53,79
"QSER1",107,68,117
"DEPDC7",6,2,3
"TCP11L1",36,53,91
"PIGCP1",2,0,3
"LINC00294",41,28,54
"CSTF3",437,263,479
"CSTF3-AS1",6,1,2
"RP1-89D4.1",2,3,8
"HIPK3",289,196,359
"CD59",501,604,736
"FBXO3",749,282,560
"LMO2",0,1,1
"CAPRIN1",434,361,542
"NAT10",175,123,199
"ABTB2",0,10,12
"RP1-145M24.1",1,0,2
"CAT",642,499,815
"EHF",0,0,0
"APIP",377,235,395
"PDHX",168,156,241
"RP4-607I7.1",2,0,1
"CD44",5101,4037,6265
"RP1-68D18.4",2,1,1
"RP1-68D18.2",97,141,198
"SLC1A2",0,2,2
"PAMR1",0,0,1
"FJX1",0,0,1
"TRIM44",813,468,679
"LDLRAD3",0,2,1
"RP5-916O11.2",0,0,0
"RP11-1110F20.1",0,0,0
"COMMD9",436,242,359
"PRR5L",155,209,294
"RP11-514F3.5",0,0,0
"TRAF6",83,85,163
"RAG1",3,3,5
"C11orf74",39,11,16
"RP11-40H19.1",0,0,0
"LRRC4C",0,0,0
"API5",576,311,523
"RP11-484D2.2",0,0,1
"TTC17",625,413,678
"RP11-484D2.4",1,0,0
"RP11-484D2.3",0,0,2
"HSD17B12",399,238,445
"RP11-613D13.5",0,0,0
"ALKBH3",252,120,199
"SEC14L1P1",13,4,11
"ALKBH3-AS1",0,0,2
"C11orf96",1,1,7
"ACCS",96,44,87
"CTD-2609K8.3",1,1,1
"EXT2",151,103,198
"CD82",1081,1182,1588
"RP11-58K22.5",0,1,0
"RPL34P22",11,8,8
"TSPAN18",186,29,41
"TP53I11",32,67,87
"PRDM11",7,12,29
"SYT13",0,0,1
"RP11-430H10.1",36,20,22
"CHST1",0,0,0
"DKFZp779M0652",12,15,17
